Clade	Species	TaxId	Phylum	Class	Order	Family	Accession_assembly	BUSCO_Duplicate	Unified_Cvalues_methods	n_markers	dS_sum	dN_sum	dS_ratesmean	dN_ratesmean	dNdS_ratesmean	BodyLength_cm	Source_BodyLength	BasalMetRate_mLO2hr_pantheria	AgeatFirstBirth_d_pantheria	PopulationDensity_nperkm2_pantheria	PopulationGrpSize_pantheria	MaxLongevity_y	Source_MaxLongevity	Mass_g	Source_mass	Metabolic_rate_w	Source_metabolic_rate	SexMaturity_d	Source_SexMaturity	DepthRangeShallow	DepthRangeDeep	DepthRange	BodyLenght_cm_log	MaxLongevity_y_log	Mass_g_log	Overall_repeat_bp	Overall_repeat_gsperc	dnaPT_DNA_bp	dnaPT_DNA_gsperc	dnaPT_RC_bp	dnaPT_RC_gsperc	dnaPT_LTR_bp	dnaPT_LTR_gsperc	dnaPT_PLE_bp	dnaPT_PLE_gsperc	dnaPT_LINE_bp	dnaPT_LINE_gsperc	dnaPT_SINE_bp	dnaPT_SINE_gsperc	dnaPT_Retroposon_bp	dnaPT_Retroposon_gsperc	dnaPT_Unknown_bp	dnaPT_Unknown_gsperc	dnaPT_Other_bp	dnaPT_Other_gsperc	DNA_recent_gsperc	LINE_recent_gsperc	LTR_recent_gsperc	Other_recent_gsperc	Overall_TEs_recent_gsperc	PLE_recent_gsperc	RC_recent_gsperc	Retroposon_recent_gsperc	SINE_recent_gsperc	Unknown_recent_gsperc	DNA_recent_bp	LINE_recent_bp	LTR_recent_bp	Other_recent_bp	Overall_TEs_recent_bp	PLE_recent_bp	RC_recent_bp	Retroposon_recent_bp	SINE_recent_bp	Unknown_recent_bp	n_markers_phylter_noshortbr	dN_CM_phylter_noshortbr	dS_CM_phylter_noshortbr	dNdS_CM_phylter_noshortbr	n_markers_phylter_noshortbr_gcpoor	dN_CM_phylter_noshortbr_gcpoor	dS_CM_phylter_noshortbr_gcpoor	dNdS_CM_phylter_noshortbr_gcpoor	n_markers_phylter_noshortbr_gcrich	dN_CM_phylter_noshortbr_gcrich	dS_CM_phylter_noshortbr_gcrich	dNdS_CM_phylter_noshortbr_gcrich	brlen_coevol_gcpoor	dS_coevol_gcpoor	dNdS_coevol_gcpoor	brlen_coevol_gcrich	dS_coevol_gcrich	dNdS_coevol_gcrich
Insecta	Aedes_albopictus	7160	Arthropoda	Insecta	Diptera	Culicidae	GCA_001876365.2	87.7	2725784529.19736	100	68.4882792	3.6096016765	0.684882792	0.036096016765	0.052703932974564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1824740248	67.56	19850832	0.73	12812580	0.47	29079020	1.07	NA	NA	84276032	3.12	358296	0.01	NA	NA	1666687240	61.71	11676248	0.43	0.15696755137271	1.69880893715352	0.702504366088317	NA	35.737488499023	NA	0.121796984199446	NA	0.005462019314587	33.0478571651717	4278597	46305871	19148755	NA	974126933	NA	3319923	NA	148883	900813378	94	1.82910320485431	1.82910320485431	0.0550528514560658	4	2.19912518998558	2.19912518998558	0.0582715760888438	4	0.797629873954354	0.797629873954354	0.0367821003546943	NA	NA	NA	NA	NA	NA
Insecta	Anopheles_albimanus	7167	Arthropoda	Insecta	Diptera	Culicidae	GCA_013758885.1	0.9	214735089.114071	786	446.2155847753	27.2394973888065	0.567704306329898	0.034655849095174	0.061045598401776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	743	1.64669998504709	1.64669998504709	0.0614881237210515	42	2.14390975445682	2.14390975445682	0.0647567522114228	46	1.15034124473185	1.15034124473185	0.04885264083133	0.408369	1.13312	0.098595	0.247917	1.3159	0.0582972
Insecta	Anopheles_atroparvus	41427	Arthropoda	Insecta	Diptera	Culicidae	GCA_000473505.1	1.6	234720000	797	427.24633301482	21.0284064878411	0.536068171913199	0.026384449796538	0.049218459850682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48153692	17.83	80152	0.02	68600	0.02	1860560	0.68	NA	NA	711804	0.26	NA	NA	NA	NA	44784752	16.58	647824	0.23	0.025415605665986	0.210828500334034	0.574150634663981	NA	14.5766970362983	NA	0.011497535896517	NA	NA	13.7548047597378	59656	494857	1347646	NA	34214423	NA	26987	NA	NA	32285278	757	1.49576024438256	1.49576024438256	0.0516709011824912	42	1.81445253347796	1.81445253347796	0.0626913966181386	46	1.13352475355959	1.13352475355959	0.0422179176244183	0.340865	1.47655	0.0675152	0.172652	2.1022	0.0463392
Insecta	Anopheles_coluzzii	1518534	Arthropoda	Insecta	Diptera	Culicidae	GCA_004136515.2	37.7	310104120.59669	508	33.9034081497275	1.99345083735727	0.066738992420724	0.003924115821569	0.058797948234396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	391	0.201944196637228	0.201944196637228	0.059134767727985	26	0.131327676853988	0.131327676853988	0.0780633696894163	20	0.107614602511641	0.107614602511641	0.0959707115343903	0.0167723	1.05352	0.0716217	0.0140548	1.45113	0.0959596
Insecta	Anopheles_gambiae	7165	Arthropoda	Insecta	Diptera	Culicidae	GCA_001542645.1	5.1	361341966.339547	694	89.1383694315563	5.57135967615688	0.128441454512329	0.00802789578697	0.062502373688076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95431776	27.03	477220	0.13	111988	0.03	2106352	0.59	NA	NA	906028	0.25	NA	NA	NA	NA	91080032	25.8	750156	0.21	0.077921932836321	0.171391013562326	0.469952111060632	NA	19.6412611995323	NA	0.021691529690398	NA	NA	18.9003046123826	281565	619308	1698134	NA	70972119	NA	78381	NA	NA	68294732	590	0.381727964496817	0.381727964496817	0.0630880206694409	37	0.480138262509658	0.480138262509658	0.0649329795824816	38	0.322605177988499	0.322605177988499	0.0728615976570115	0.0167723	1.14909	0.0765339	0.0140548	1.67822	0.0902679
Insecta	Anopheles_epiroticus	199890	Arthropoda	Insecta	Diptera	Culicidae	GCA_000349105.1	0.8	276321345.544962	813	274.32656084862	10.2911402391498	0.337425044094244	0.012658229076445	0.037514195516885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	774	1.02403872792509	1.02403872792509	0.0347683510916216	46	1.15751294416776	1.15751294416776	0.0463696534659803	47	0.805061733971177	0.805061733971177	0.0305465937837715	0.167096	2.04196	0.0453524	0.0906708	3.06037	0.0307214
Insecta	Anopheles_funestus	62324	Arthropoda	Insecta	Diptera	Culicidae	GCA_003951495.1	47.9	543856075.312313	415	169.6974947	5.823774022217	0.408909625783133	0.014033190414981	0.034318562171543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	135742692	25.44	426888	0.08	34092	NA	3245896	0.6	NA	NA	257116	0.04	NA	NA	NA	NA	131027408	24.56	751292	0.14	0.056473165444241	0.035920221693537	0.506424534017335	NA	18.0009005351354	NA	0.005438625115571	NA	NA	17.3966439888647	307133	195354	2754221	NA	97898991	NA	29578	NA	NA	94612705	398	1.21570972753112	1.21570972753112	0.0322995791229474	23	1.26381683174897	1.26381683174897	0.0384054803357805	24	1.02191619452369	1.02191619452369	0.0229203949717151	NA	NA	NA	NA	NA	NA
Insecta	Anopheles_stephensi	30069	Arthropoda	Insecta	Diptera	Culicidae	GCA_013141755.1	4.2	234720000	775	237.50907975131	10.7846694299686	0.306463328711368	0.013915702490282	0.04540739849298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59308700	20.14	58856	0.01	884	NA	2715508	0.92	NA	NA	1079112	0.36	NA	NA	NA	NA	54975024	18.67	479316	0.16	0.015686061868927	0.146015933940377	0.859634921434132	NA	15.945172372391	NA	0.000387310169603	NA	NA	14.9234481449779	36818	342729	2017735	NA	37426509	NA	909	NA	NA	35028317	734	0.903126334052015	0.903126334052015	0.0447346688347718	44	1.11382189327357	1.11382189327357	0.0572926099370786	44	0.737315880488453	0.737315880488453	0.0399184336844945	0.230646	1.58103	0.058044	0.12009	2.42926	0.0390856
Insecta	Culicoides_sonorensis	179676	Arthropoda	Insecta	Diptera	Ceratopogonidae	GCA_900002565.1	52.5	259306329.169391	392	745.446900385	42.68033348	1.90165025608418	0.108878401734694	0.057254693067953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45153844	17.81	315968	0.12	1428	NA	155144	0.06	NA	NA	521916	0.2	2484	NA	NA	NA	43180452	17.03	976452	0.38	0.045685380016288	0.106819922356924	0.051423640308189	NA	12.9338179956257	NA	0.000441404637839	NA	NA	12.719736746274	118465	276991	133345	NA	33538209	NA	1145	NA	NA	32983082	372	5.83941637094486	5.83941637094486	0.0546040171297341	23	6.40432771427563	6.40432771427563	0.0604396019799056	19	5.00987833069205	5.00987833069205	0.050364367709319	NA	NA	NA	NA	NA	NA
Insecta	Bactrocera_oleae	104688	Arthropoda	Insecta	Diptera	Tephritidae	GCA_001188975.4	0.6	592755063.406811	863	1084.17948242569	46.6054764294297	1.25629140489651	0.054004028307566	0.042986864430562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	175596820	30.15	9800080	1.68	4628900	0.79	5369360	0.92	NA	NA	3695592	0.63	NA	NA	NA	NA	150249772	25.8	1853116	0.31	0.485509512121366	0.350553019860177	0.564030820416054	NA	15.1871638527189	NA	0.186961610592094	NA	NA	13.6000446858795	2877882	2077921	3343321	NA	90022683	NA	1108224	NA	NA	80614954	820	3.71406890785254	3.71406890785254	0.0426589000528907	43	4.38849703176054	4.38849703176054	0.0501755562096584	50	3.09920423470569	3.09920423470569	0.0435684589440811	0.522527	3.62419	0.0416371	0.606922	1.53089	0.0505396
Insecta	Drosophila_albomicans	7291	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_009650485.1	1.7	206538388.054282	882	429.7788615	17.867928792913	0.487277620748299	0.020258422667702	0.041574703629097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19932704	9.94	702124	0.35	1621908	0.8	3146852	1.56	NA	NA	1550548	0.77	NA	NA	NA	NA	12790892	6.37	120380	0.06	0.268538262426309	0.604353626691905	1.34041073240818	NA	6.91908883238119	NA	0.343607344987096	NA	NA	4.3621788658677	554635	1248222	2768463	NA	14290575	NA	709681	NA	NA	9009574	837	1.45039018569237	1.45039018569237	0.03994630826054	48	1.79809148785359	1.79809148785359	0.0483931751579938	48	1.10044727321786	1.10044727321786	0.0281001368125827	0.210262	2.45594	0.0517643	0.158378	2.30995	0.0281219
Insecta	Drosophila_innubila	198719	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_004354385.2	2.1	207088367.897443	895	320.3649373	12.812031417778	0.357949650614525	0.014315118902545	0.039991990152719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62028456	30.19	91264	0.04	213200	0.1	197092	0.09	1452	NA	657816	0.32	22892	0.01	NA	NA	60668072	29.52	176668	0.08	0.032004378003464	0.276312607037543	0.059611207884315	NA	22.7949350017957	0.000244308229034	0.02516374759051	NA	0.008550788016193	22.3930479650346	66277	572211	123448	NA	47205659	506	52111	NA	17708	46373398	852	1.08330565041694	1.08330565041694	0.0376680375946656	49	1.22651512048789	1.22651512048789	0.0467520173618593	50	0.925148665905629	0.925148665905629	0.0293595606516065	0.210262	1.79537	0.048336	0.158378	1.95797	0.0294717
Insecta	Drosophila_hydei	7224	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_003285905.2	3	205380000	882	428.763963	17.500216255324	0.486126942176871	0.019841515028712	0.040815501687403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	838	1.44389209558371	1.44389209558371	0.0387019245225151	49	1.68371501612123	1.68371501612123	0.0469724711674099	48	1.18248815498991	1.18248815498991	0.0323375118019496	0.171105	2.93028	0.0510861	0.129104	3.0081	0.033362
Insecta	Drosophila_novamexicana	47314	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_003285875.3	2.4	244500000	885	40.7895155091273	1.93625500355877	0.046089848032912	0.002187858761083	0.047469428832159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	821	0.141190353931463	0.141190353931463	0.0425833531794184	49	0.183208345230395	0.183208345230395	0.049680026253719	47	0.107411270359882	0.107411270359882	0.0339368725306437	0.0486404	1.12615	0.0583076	0.03362	1.08346	0.0349461
Insecta	Drosophila_virilis	7244	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_007989325.2	2	332520000	902	54.9905095825379	2.42084645128201	0.060965088228978	0.002683865245324	0.044022986323639	NA	NA	NA	NA	NA	NA	NA	NA	0.00167	AnimalTraits	0.020006437967344	NA	NA	NA	NA	NA	NA	NA	NA	-6.39493165255347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	848	0.184377469418796	0.184377469418796	0.0414631812874429	49	0.202715203413064	0.202715203413064	0.0530396493741161	48	0.147184107629515	0.147184107629515	0.0208396149589113	0.0486404	1.26921	0.055873	0.03362	1.47037	0.0251529
Insecta	Drosophila_lacertosa	119604	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_004143845.1	1.7	192378139.675979	896	240.4110604	13.312586409687	0.268315915625	0.01485779733224	0.055374267671118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23335064	12.51	242032	0.12	NA	NA	3458080	1.85	NA	NA	5367488	2.87	NA	NA	NA	NA	14137080	7.58	130384	0.06	0.084857105962749	1.825657591329	1.06522313934398	NA	9.24860467451971	NA	NA	NA	NA	6.27286683788398	163247	3512166	2049256	NA	17792294	NA	NA	NA	NA	12067625	851	0.799452019535392	0.799452019535392	0.052093172243652	49	0.946077749953073	0.946077749953073	0.065528881715573	49	0.668669871997675	0.668669871997675	0.0353830459947513	0.161701	1.66785	0.0734223	0.12105	1.82162	0.0364985
Insecta	Drosophila_micromelanica	189258	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_004143825.1	1.6	195655196.809345	901	73.034845409841	4.13509988118378	0.081059761831122	0.004589456027951	0.056618178048839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42778356	22.54	796320	0.41	2610316	1.37	4377408	2.3	NA	NA	2884440	1.52	NA	NA	NA	NA	30111988	15.87	1997884	1.05	0.278682208456687	1.24109404726019	1.68526877062418	NA	13.0824927285104	NA	0.738228371685409	NA	NA	9.13921933048396	545256	2428265	3297316	NA	25596577	NA	1444382	NA	NA	17881358	850	0.240958367664966	0.240958367664966	0.0553474054730399	50	0.293706145571125	0.293706145571125	0.0729787241920607	49	0.253644751434344	0.253644751434344	0.0446527485863869	0.0633573	1.32583	0.0801582	0.0478732	1.64606	0.04784
Insecta	Drosophila_nigromelanica	499227	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_004149445.1	1.7	202560464.45406	901	59.3563659663737	3.17726668943648	0.065878319607518	0.003526378123681	0.053528659271972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42812852	21.78	592904	0.3	906856	0.46	4267168	2.17	NA	NA	4155708	2.11	NA	NA	NA	NA	32079876	16.32	810340	0.41	0.204055779144213	1.90101248306844	1.47185219111471	NA	14.0282014051979	NA	0.139545308373693	NA	NA	10.3117356434968	413336	3850700	2981391	NA	28415590	NA	282664	NA	NA	20887500	848	0.197383045608742	0.197383045608742	0.0514394005356515	50	0.188077417010097	0.188077417010097	0.0759335395870217	48	0.17411116170301	0.17411116170301	0.037013436833268	0.0633573	0.890037	0.0827957	0.0478732	1.25365	0.0392621
Insecta	Drosophila_ananassae	7217	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_003285975.3	1.8	185820000	904	138.332691838832	5.77907576983326	0.153022889202248	0.006392782931231	0.041776645079432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	858	0.465288246450465	0.465288246450465	0.0385063509281323	49	0.619991294121357	0.619991294121357	0.0555892129852264	50	0.356662610764611	0.356662610764611	0.0287537859447194	0.0693532	2.30121	0.0600381	0.0677915	1.81209	0.0288364
Insecta	Drosophila_bipectinata	42026	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_000236285.2	2	195600000	896	160.90451233137	6.56629768762369	0.179580928941261	0.007328457240651	0.040808660941099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59580208	29.44	1146928	0.56	1698532	0.83	8693560	4.29	NA	NA	9096420	4.49	NA	NA	NA	NA	38546516	19.04	398252	0.19	0.362521085723049	2.92879415222614	3.01160353728978	NA	18.95005878444	NA	0.492971425650463	NA	NA	12.1541685835506	709091	5728721	5890697	NA	37066315	NA	964252	NA	NA	23773554	849	0.552311985384036	0.552311985384036	0.0379127347834749	49	0.664150413751844	0.664150413751844	0.0515409327406457	49	0.436862141908836	0.436862141908836	0.0279567265631174	0.0693532	2.64216	0.0550646	0.0677915	2.07047	0.0285564
Insecta	Drosophila_asahinai	154832	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_008042795.1	2.6	234642653.843692	893	21.880752032118	1.04469936705766	0.024502521872473	0.001169876110927	0.047745130767178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59842528	26.22	1900080	0.83	2149576	0.94	7048188	3.08	NA	NA	5635604	2.46	NA	NA	NA	NA	42384400	18.57	724680	0.31	0.614186587640257	1.73447575245875	2.27136784003566	NA	17.4982239904809	NA	0.403150151782665	NA	NA	12.4750436585636	1441144	4069820	5329598	NA	41058297	NA	945962	NA	NA	29271774	791	0.083703420324977	0.083703420324977	0.0383015322964694	45	0.0774175811122357	0.0774175811122357	0.0997570547256676	41	0.0856287111030729	0.0856287111030729	0.0209411345407805	0.0163409	1.32978	0.0966561	0.0197163	1.33542	0.0232595
Insecta	Drosophila_lacteicornis	67531	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_008044355.1	2.5	244500000	898	24.7834159761182	1.05561135631046	0.027598458770733	0.001175513759811	0.042593456742512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59519164	24.61	1349104	0.55	1478848	0.61	6372132	2.63	4408	NA	3464156	1.43	NA	NA	NA	NA	45565808	18.84	1284708	0.53	0.394946017012364	0.953234835414045	1.89305868436716	NA	17.3013780165302	0.000904111446804	0.29564444310502	NA	NA	13.7635899251848	965643	2330659	4628528	NA	42301869	2211	722851	NA	NA	33651977	807	0.0936085954734027	0.0936085954734027	0.0367348360950487	48	0.0806399986077748	0.0806399986077748	0.0720436677539724	44	0.105021344470452	0.105021344470452	0.0268459088327096	0.0163409	1.3868	0.0726199	0.0197163	1.64622	0.025036
Insecta	Drosophila_rufa	67533	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_008044435.1	2.4	254280000	902	21.649887075873	1.14847122409038	0.024002092101855	0.001273249694114	0.053047446393855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72514560	28.83	2407820	0.95	1802804	0.71	9001820	3.57	6444	NA	6583016	2.61	NA	NA	NA	NA	51314016	20.4	1398640	0.55	0.74436582581434	1.8364307528265	2.64656965861743	NA	19.5230147830068	0.001448746254991	0.354797957847279	NA	NA	13.9394018416462	1892773	4669676	6729697	NA	49643122	3684	902180	NA	NA	35445111	799	0.0799692011316034	0.0799692011316034	0.0450824708133181	49	0.0735403353660428	0.0735403353660428	0.0692990589430757	41	0.074374728955041	0.074374728955041	0.0315276567717566	0.0207421	1.07131	0.0663563	0.0278453	0.86191	0.0280046
Insecta	Drosophila_tani	137070	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_008042535.1	6.1	195600000	863	49.2927529379292	2.29549918514576	0.057117906069443	0.002659906355905	0.046568695159638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36982420	19.1	1239704	0.64	1262272	0.65	2499280	1.29	NA	NA	2660424	1.37	NA	NA	NA	NA	28726716	14.84	594024	0.3	0.435362095982609	0.95483045075881	0.95131789238692	NA	13.3803105491885	NA	0.333693045329566	NA	NA	10.7051070647306	851568	1867648	1860778	NA	26171887	NA	652704	NA	NA	20939189	807	0.192954349188391	0.192954349188391	0.0398530681073858	49	0.15378604811262	0.15378604811262	0.0709138892064493	45	0.189333795658531	0.189333795658531	0.019513000203778	0.0335328	1.33335	0.07137	0.0411165	1.48099	0.0279123
Insecta	Drosophila_triauraria	67534	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_014170255.2	2.9	244500000	844	75.8879596104617	3.72089859397253	0.089914644088225	0.00440864762319	0.049031474993822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	800	0.272743389812654	0.272743389812654	0.0436515117251268	46	0.313931677655617	0.313931677655617	0.0723185561606003	49	0.221281870319301	0.221281870319301	0.0279507591434442	0.0702457	1.30397	0.0764422	0.0736512	0.991567	0.0298959
Insecta	Drosophila_pectinifera	359927	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_008042775.1	1.8	293400000	907	140.098332800011	5.4621050368758	0.154463431973551	0.006022166523568	0.038987651942103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51782632	28.68	201744	0.11	481036	0.26	2220864	1.23	NA	NA	1538200	0.85	NA	NA	NA	NA	44870904	24.85	2469884	1.36	0.087340521920839	0.525879731285048	0.83646915736803	NA	19.1073717033034	NA	0.126317250161213	NA	NA	17.5313650425683	256257	1542931	2454201	NA	56061029	NA	370615	NA	NA	51437025	862	0.498434412851341	0.498434412851341	0.0346928901881734	49	0.510311740233431	0.510311740233431	0.0524248895533417	49	0.469079277484949	0.469079277484949	0.022565470567002	0.102456	1.47932	0.0532875	0.095695	1.59924	0.0255354
Insecta	Drosophila_birchii	46829	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_008042755.1	2.3	195600000	901	59.7372327331197	2.78009160828162	0.066301035219889	0.003085562273343	0.0465386741415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36417256	18.82	538200	0.27	495236	0.25	6891112	3.56	NA	NA	8230184	4.25	NA	NA	128	NA	19972772	10.32	289624	0.14	0.193008832926142	2.97744784814884	2.38056756248825	NA	12.522270249953	NA	0.124036835181357	NA	NA	6.84720917120842	377525	5823888	4656390	NA	24493561	NA	242616	NA	NA	13393141	856	0.208087212055897	0.208087212055897	0.04081912776999	49	0.212842705254508	0.212842705254508	0.0679073380943482	49	0.16213321601396	0.16213321601396	0.0296195468604186	0.0294872	2.15559	0.0663313	0.0279644	1.90479	0.0294928
Insecta	Drosophila_mayri	137074	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_008042485.1	2.3	254280000	898	65.7061292786759	2.88097287103608	0.073169408996298	0.003208210324094	0.043846333708339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81845936	32.52	765664	0.3	582872	0.23	15474204	6.14	NA	NA	6271064	2.49	NA	NA	NA	NA	56973924	22.64	1778208	0.7	0.121468370927469	1.44440757518201	4.11340851659943	NA	21.3243806089034	NA	0.076874914604282	NA	NA	15.5682212315902	308870	3672840	10459575	NA	54223635	NA	195478	NA	NA	39586873	851	0.227004954005817	0.227004954005817	0.0388392044118319	49	0.272054459890747	0.272054459890747	0.0492811239624795	48	0.189593942936663	0.189593942936663	0.0297580087979296	0.0294872	2.64197	0.0515183	0.0279644	2.24305	0.0304811
Insecta	Drosophila_truncata	137078	Arthropoda	Insecta	Diptera	Drosophilidae	GCA_008042515.1	1.9	209039719.996876	898	115.361967780812	4.4268641749263	0.128465442963042	0.00492969284513	0.038373688140769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42408884	20.89	759396	0.37	934488	0.46	4555208	2.24	NA	NA	5305112	2.61	NA	NA	NA	NA	30138836	14.84	715844	0.35	0.263379947854942	1.79834083906139	1.4280161175634	NA	13.0641384214269	NA	0.253330173026784	NA	NA	9.32107134392036	550569	3759247	2985121	NA	27309238	NA	529561	NA	NA	19484741	855	0.412990481546731	0.412990481546731	0.0331050343165023	49	0.391672709130111	0.391672709130111	0.0588568991344089	48	0.397876874698803	0.397876874698803	0.0212282783450868	0.048824	2.34893	0.0626498	0.0467481	2.80368	0.0211414
